ng,f,power
-2.534400388690226658e-01,3.800346875304626976e-02,4.365275867535142740e-02
-3.532254615034108314e-01,-2.543634833722505650e-01,3.105333345665173272e-01
-1.996306530170188775e-01,1.271082704558254284e-01,4.450708814345829545e-01
3.180613041587826428e-01,-1.705914086208369373e-01,5.850022980203057887e-01
-3.990949632012706916e-01,-3.083159017980304784e-01,3.041466677177485090e-01
-1.440636577861444945e-01,2.495508304959735690e-01,5.053778490185212302e-01
-2.481271102876910772e-01,1.025956776402368528e-02,5.686731579229886702e-01
8.064676463534892203e-02,3.433496353990860284e-01,4.314241333731833050e-01
-3.127609882761317461e-02,3.961609360090003196e-01,3.579273750024782874e-01
-1.176480226668867868e-01,2.941977321778351251e-01,5.071076375865553043e-01
-8.417370645508714944e-02,3.895118304377376273e-01,1.574030170758866642e-02
-1.646393616892749545e-01,2.024555934957693037e-01,2.170754738332317246e-01
3.320715462967844811e-01,-2.221373836989143646e-01,4.517902659067621340e-01
-9.835685648893965904e-02,3.728902121079525900e-01,8.232443083709010956e-02
3.186929459301129919e-01,-2.023166305437458790e-01,6.903006777525910742e-01
2.024154048466029199e-01,1.350948643507551283e-01,2.800331827857268502e-02
-3.537250568665776251e-01,-2.119253231649907421e-01,1.771858691062536961e-01
2.494397167122031078e-02,3.682121690465777197e-01,1.789082241065035883e-01
-2.661803890395383343e-01,-4.617639409172637904e-02,6.646265659452010865e-01
-3.915304455374875037e-01,-3.140748107719999460e-01,5.972269867065096438e-01
2.908870935783787193e-01,-5.167782340868716517e-02,4.327461657913200255e-01
-4.627528894543834204e-01,-4.090426963152783979e-01,3.109259202010610235e-01
7.620806007295266582e-02,-3.147154188800521668e-01,2.776090584120918248e-01
-4.373261962808734360e-01,3.657146403536375989e-01,5.102480651619417662e-01
2.640470431292873954e-02,-4.300963138857080703e-01,2.861763542937318383e-01
-4.392329548280260454e-01,3.703501970339053151e-01,4.279720649696220902e-01
-1.761155735025885516e-01,-2.095397165381291671e-01,3.822889276436993722e-01
-4.657063038254456444e-01,3.489037562618693133e-01,2.069391796758275615e-01
-2.377895383504778914e-01,-1.234968931064076708e-02,5.731569643778395839e-01
2.086074047647085150e-01,-5.489529651583530123e-02,3.512160742388695245e-01
4.370052403652616713e-01,4.056137239696342434e-01,2.772314563542280785e-01
-1.983361735504874934e-01,-1.352646872972565750e-01,4.467640049811848479e-01
1.905407621075405622e-02,-3.856275277715439653e-01,4.298292550525747435e-01
-3.786202126921331956e-01,2.859339446439136956e-01,5.032535415467018769e-01
-3.579990035099602785e-01,2.822520669052537290e-01,6.724582486598643660e-01
1.885785418944554426e-01,-1.636248933016505869e-01,1.905259498306360877e-01
-2.830202615271926181e-01,7.520942755920231870e-02,6.535487328555175113e-01
-4.094069104702423578e-01,3.276418125467410736e-01,7.937693234573260648e-02
-3.621514642434225939e-01,2.604437253590560775e-01,1.166903243063493745e-01
-1.547104369623552023e-01,-2.610566584589494310e-01,6.301037496135343252e-01
-4.818085734294719202e-02,-3.789930891008932989e-01,1.224144497824665168e-01
1.830412637351630512e-02,-4.084279850615097351e-01,5.549565861872446382e-01
2.838113958451230490e-01,8.700785036132199779e-02,3.446386849615967196e-01
4.018869450268360843e-01,3.196950248270014616e-01,2.769226334022656943e-01
-2.448081272809140563e-01,-1.409137482844999290e-02,2.596031682261233930e-01
4.850053501510009912e-01,4.062378195368012701e-01,6.877759112790418072e-01
9.331339978603514496e-02,-3.343525116545243980e-01,5.785499950132865221e-01
4.363704675855422099e-01,3.746782964461849996e-01,6.085131607916962476e-02
-2.629764064320858630e-01,5.520593109346055155e-02,5.470230112794776112e-01
4.454251060528288120e-01,4.249744809795365508e-01,6.396740301131974976e-03
4.099801809289423948e-01,3.301886919354486416e-01,1.395778973085029795e-01
2.407662510598753691e-01,7.703673572612267789e-03,1.930153692233091411e-01
-3.167973243898049018e-01,1.676702447289259157e-01,2.201785628438564235e-01
3.662755310069604198e-01,2.989512505159727107e-01,6.599845012567649993e-01
3.704199536014629590e-01,3.145964579932171157e-01,1.278437993475108059e-01
-1.165693416756582446e-01,-2.695513757522384757e-01,5.273128966846838406e-01
3.489087896771478903e-01,2.343318415319330938e-01,3.324060035562154819e-02
-1.099741506297324811e-02,-4.008901956823273660e-01,9.273461837954126430e-02
2.601846987333513717e-01,-1.703417035565486445e-02,3.510714673859927082e-01
-4.103310901263678145e-01,3.327830730194664133e-01,4.652123092217554934e-01
-1.902927354486503297e-01,-1.587543188355122203e-01,5.525391830274096749e-01
4.372276085711856997e-02,-4.159200195708406267e-01,5.995554970230269065e-01
2.816029439179990046e-01,3.577716881048400438e-02,3.330972113543796964e-01
2.113961531598604893e-01,-5.946360269782308139e-02,5.325222720499988016e-01
3.849727570219740880e-02,-4.229326052086161969e-01,1.821075369138367150e-01
-3.418586329475337138e-03,-3.727671187129303343e-01,4.529235838049840979e-01
-5.803452583169033119e-02,-3.857542338131842996e-01,5.521048065192026844e-01
1.803640590666460986e-01,-2.150322711240329476e-01,4.261645011173608721e-01
2.765438717849633132e-01,1.118167991392968880e-01,4.340735326713420772e-01
-2.890066536998840974e-01,1.105109425223262110e-01,4.328570152397334114e-01
4.491447382799668153e-01,4.230042270943182858e-01,3.253979555331248941e-01
-2.947465659622635625e-01,1.061614481273941146e-01,6.315208271841842302e-01
-2.644227898299789103e-02,-4.222466306365041389e-01,1.809043277367524127e-01
4.096258624638637880e-02,-3.424929415663422461e-01,6.390469463388872562e-01
-9.932914527855996045e-02,-3.504977337157298423e-01,2.675633485665262490e-01
4.789057516323896868e-01,4.287589000474688050e-01,2.598974433949762242e-01
-1.378844793370894717e-01,-2.428726978892808697e-01,1.994084890242907304e-02
-4.450576815245356199e-01,3.294921782584915304e-01,1.508518932444911087e-01
7.366195196556091229e-02,-3.945774378529704474e-01,5.266533446598543611e-01
-4.546687944903254897e-01,3.788924201822473914e-01,3.217076016510071051e-02
-3.828191526086710539e-03,-3.810849376085365670e-01,2.568102461498469324e-01
-3.644819588901782037e-01,3.039777355203550080e-01,6.697964321917146968e-01
2.721674480742930502e-01,5.651896360542914277e-02,6.716061501561371161e-01
-2.060220977032887202e-01,-1.260901324713105953e-01,3.366765335034055950e-01
3.700502918482476700e-01,3.036748257801198947e-01,8.198440250140669183e-02
7.673908334363133132e-02,-3.981308152088016694e-01,1.690310471438812856e-01
2.026136490868638562e-01,-1.551790405746511781e-01,4.604088484910154877e-01
-4.454809785275545275e-01,3.467885109647393382e-01,2.786155655109768814e-01
1.357140629170353607e-01,-2.622611708833005872e-01,3.938478215967457507e-01
2.853104347176395050e-01,1.125942629980862253e-01,1.377733369999458168e-01
7.444753807869608497e-02,-4.036337248089205687e-01,2.883095628620944151e-01
2.903156228907557423e-01,1.322627758068354864e-01,2.383992047491109434e-01
-1.017455511464370188e-01,-3.129694757542367811e-01,9.437274507249143740e-02
-3.348234730436182582e-01,2.005486318930528866e-01,3.276559690609107123e-01
2.244984827633966784e-02,-3.627963458230009097e-01,3.530489023192673326e-01
8.351489134224310273e-02,-3.622519638675444908e-01,2.355512388096806797e-01
-6.058107176244065251e-02,-3.317686826834930214e-01,6.108003059802606938e-01
2.888566334183496620e-01,9.463440430180042329e-02,1.290696012674532323e-01
3.474034568782158328e-01,2.723461103620233303e-01,8.104302282054762219e-02
2.540316760905119153e-01,-2.078942239629936323e-02,6.395775403014520855e-01
1.915462196228335801e-01,-1.767614775641008773e-01,4.457827366548572923e-01
1.274585469973118501e-01,-3.040789200626161093e-01,3.153525229386637263e-01
-2.252838128319374356e-01,-4.388269783471871605e-02,7.126296566567730251e-02
-9.644330322731708982e-02,-3.614345245889461489e-01,5.471346709721587320e-01
7.445482790032864617e-02,-3.134505938700513639e-01,4.451416571112994935e-01
-2.195093474333424943e-01,-5.802141263595902987e-02,6.355864393757407749e-01
-5.354513674153227321e-02,-3.848024271340704794e-01,1.200383926628740133e-01
-2.392562779181448551e-01,-4.510107980998042526e-02,4.922561228562169489e-01
-2.580173662378345556e-01,2.417396507901197270e-02,3.798912268949046767e-01
3.348770389309636553e-01,2.016886756923527424e-01,1.494808452438024793e-01
-3.817307947083629083e-01,2.633421710618610301e-01,3.190249909191300026e-01
-3.902530252891980300e-01,2.812025995005574264e-01,1.051396516608733428e-01
-1.629701893420987258e-02,-4.361273946274896729e-01,6.424103390685860226e-01
2.631912284795607793e-01,3.186540584421044403e-02,6.969524913103721797e-01
-2.851749194514126007e-01,5.027136222189912407e-02,3.857625504583315212e-01
3.973318996671532100e-01,3.157656120940382505e-01,1.231815356493467239e-01
3.374402828965588075e-01,1.619057574705802804e-01,3.256349834622317418e-01
3.115498471568688421e-01,1.870690633115843493e-01,4.253205754717070963e-02
-4.706950309878308314e-01,3.503951197357657588e-01,6.893612728728282235e-01
-3.582105408235750632e-01,2.413790627784650200e-01,8.062848507062064796e-02
-1.770239859260919202e-01,-1.953727091586863751e-01,3.882946256373875915e-01
3.926699565571026840e-01,3.290598514601397184e-01,2.426155381364349106e-01
2.696909659466374398e-01,2.403788320007486934e-02,1.667732543244684618e-01
4.431807266203604545e-01,3.312556119438782587e-01,4.599111479549088943e-01
4.158923640787337561e-01,3.270174234262460677e-01,2.106464471768806079e-01
3.472077657857430832e-02,-3.465560300777099645e-01,6.421266451496414618e-01
1.811683492174291921e-01,-1.997987932952264845e-01,3.017034996343152808e-02
-9.351820477105921015e-04,-4.390685537775965708e-01,2.168653400371917672e-01
1.273068225548658061e-01,-2.920107596887166479e-01,5.146325447003150533e-01
2.289642758197016903e-01,-8.324103057846370113e-02,1.562090013192705684e-01
-1.173226688140915908e-01,-3.234237378964902043e-01,3.091518156458454569e-02
2.487477124904948766e-01,-2.877207099155398851e-02,5.671397065753286393e-01
4.175206786758302036e-01,3.954517858357399773e-01,1.063789975744423993e-01
3.283730042448170794e-01,1.824061712857787954e-01,3.964191156771153524e-01
1.344506906586407924e-01,-2.330102419159744698e-01,6.312446549989069178e-01
1.161506707143332706e-01,-2.666333663098657270e-01,2.458723487328691171e-01
2.572265053957383252e-01,5.470716226468279320e-02,2.783811559821871007e-01
2.973121198553363431e-01,7.036935827987547687e-02,5.907955886661059308e-01
1.558446439122330718e-01,-2.326267472980453610e-01,4.891768846092456879e-01
-3.868372331479358328e-01,3.236247200307572625e-01,1.805363397582447627e-01
2.535961326122256887e-01,-3.027575389681140539e-02,6.915699719928770639e-01
-2.951053984092903981e-01,1.401639989850335111e-01,6.596045506043659579e-01
3.866774895517998134e-01,2.878302979780306692e-01,2.916479373466220881e-01
-1.168328352369174539e-02,-4.440261449597849297e-01,2.616562478087949284e-01
-2.884106392355928472e-01,8.686299352100293469e-02,1.494364584432163884e-02
-2.596066625853241661e-01,2.688378825380471904e-02,2.233829113926798227e-01
1.423778893368004006e-01,-2.743266185110957434e-01,3.508585710885617215e-01
8.418679776543913640e-02,-3.158635201090737588e-01,5.837906670202125392e-01
-8.493969312680083039e-02,-3.052359026243897100e-01,4.398071351363795900e-01
4.890359507330669375e-01,4.066123780501970097e-01,5.939723438877999584e-01
2.755378233204751615e-01,6.373163860502087386e-02,1.821630980136008104e-01
-9.214277353881061838e-02,-3.326488080678849379e-01,1.848130979436179711e-01
4.968010249782339738e-01,3.877661495174846706e-01,1.695253957600431349e-01
-3.281462569870831070e-01,2.182812239446802194e-01,4.349939859746695947e-01
8.919497982892021781e-02,-3.782984275210640179e-01,3.335863881644991480e-01
-1.828079402125295516e-01,-1.926445417943641325e-01,5.784339000985790902e-01
-3.770650487642754900e-01,3.037201322709383033e-01,5.770962294275399085e-01
4.796477363105587921e-01,4.135724541347025607e-01,6.796646336205992567e-01
1.817678035013442495e-01,-2.035703824937823980e-01,1.691092093004711583e-01
1.177954520839308294e-01,-2.858099768688991404e-01,4.041767775751451963e-01
2.767053644714673188e-01,2.172791057386055935e-02,2.303513619590781825e-01
-4.266317637633143534e-01,3.609372957573164231e-01,2.958766022670334950e-01
4.543311128732361315e-01,3.483526152412677601e-01,2.661498296628903582e-01
-3.238819519473160602e-01,2.073721553539634721e-01,5.149327182724926510e-01
2.905795470806545877e-01,7.597553110715801750e-02,1.496995748487650602e-01
-1.350551487742648327e-01,-2.216941509651013109e-01,1.854118310117348067e-01
1.571507588117854182e-01,-2.073833756356437408e-01,6.291624846079492128e-01
6.621953631741894775e-03,-4.411035569629582209e-01,4.809017825184921380e-01
3.092249474971728862e-01,1.509787033972507242e-01,6.521338094198524116e-02
-4.029990202080104833e-01,3.515278592554403336e-01,3.812720751485509929e-01
-2.084454180165287163e-01,-1.241131812831780673e-01,6.865934671836018133e-01
2.995755331675618027e-01,1.349954725387757515e-01,4.920945746222273876e-01
-1.099117919439596136e-02,-3.559626145352344229e-01,1.274681003820471725e-01
-1.120137439294961457e-01,-3.491021901342817868e-01,3.838404083504708408e-01
6.857121964315537888e-02,-3.487612574584109670e-01,3.508439188328422165e-01
8.913767792641913434e-02,-3.570304494798204886e-01,6.730962384861350900e-01
-1.240806350191331342e-01,-2.490817598763954699e-01,6.954569560160120956e-01
-1.510559285425328024e-01,-1.929672721388759338e-01,1.705210066294939319e-01
-4.861680553287049955e-01,3.951769965732501722e-01,5.208783082560830557e-01
-2.539863999720751719e-01,3.823841125344571573e-02,3.914570014851451729e-01
-3.460155662036372703e-01,2.658311972464970085e-01,2.023370485020468956e-02
1.916863335793347334e-01,-1.828156872688990742e-01,3.117796164076605536e-01
-8.662050066230075895e-02,-3.357548687036907564e-01,4.202451213991841295e-01
2.969307526060445124e-01,1.368596323808034254e-01,6.449641447930046789e-01
2.063326433221996936e-01,-6.071181514775847443e-02,3.651261159700509018e-01
-2.748335652206272961e-01,2.420117425480308032e-02,4.691095159419003124e-01
-4.297570890101132246e-02,-3.578231901614158939e-01,3.631587538809468718e-01
4.420760183461514004e-02,-4.314490403783788341e-01,3.468675198384008618e-01
3.121386138376449626e-01,1.244444475131264993e-01,8.156540699421792329e-02
3.209345822573991258e-01,1.226014548190988707e-01,3.384437130416066974e-01
-1.596395618806435435e-01,-2.593700605876441689e-01,2.789283903720210511e-01
-1.087031474800730368e-01,-3.319983622616606844e-01,6.497316894843365720e-01
3.393180675074772834e-01,2.218704864908123686e-01,3.357856631246555201e-01
-4.066741832607040363e-01,3.722626665379977773e-01,2.952526238147236137e-01
-4.006973924562888811e-01,3.078490062589384069e-01,3.012049324877506540e-01
-1.442766645441085904e-01,-2.509861235777063881e-01,6.797688788754334688e-01
2.273286865058423700e-01,-3.176814236971541028e-02,1.513470203422219995e-01
-8.956898437943128233e-02,-3.638262750981781091e-01,5.733120860574165700e-01
4.703012949431607526e-01,4.042131650302497881e-01,5.046738254760449460e-02
2.536166640809722761e-01,9.248076074683425282e-03,5.577113843591734454e-01
2.931591335341086069e-01,1.408420615006869547e-01,6.992741021273453095e-01
-4.241939425696253929e-01,3.799257751980246178e-01,6.247759380204994661e-01
-4.476857058034381387e-01,3.291304064237886573e-01,2.583848691742474668e-01
4.547538795824485058e-01,4.006935494979550483e-01,4.307125095295354922e-01
-3.277609661316830403e-01,1.571891830430847958e-01,2.705140499493839390e-01
1.993353557804303788e-01,-1.587666233910792202e-01,2.231606771781159126e-01
4.832180820921855302e-01,3.926279855705119837e-01,3.487161502218715237e-01
2.061741507140885110e-01,-1.458425786612823627e-01,2.921848238518124155e-02
-3.842693345560135310e-01,2.558720958124245937e-01,2.584371874540820069e-01
-8.562275674028463346e-02,-3.385723229821804847e-01,5.881764664839839174e-01
2.651371646757120226e-01,7.380508131694185625e-02,4.585559601138040065e-01
-5.444253360799777841e-02,-4.256464636609931795e-01,1.688740526153698629e-01
8.521918459798638601e-02,-3.585584834010812627e-01,6.082107957238811480e-01
-2.908215562742455518e-04,-4.162441232543378500e-01,6.088306277086467933e-02
-3.019037696476197796e-01,1.147599292709759744e-01,4.005550079949999898e-01
1.859974574912512946e-01,-1.630265386955237206e-01,4.282356610244923423e-01
2.511454964789596733e-01,-1.572493723696340856e-02,6.033339771717054489e-01
2.373992002492059106e-01,-5.672982910168809789e-02,3.509436190919579257e-01
7.082494542089989853e-02,-3.159486179198682798e-01,1.218200865674822081e-01
-2.389349576582912027e-01,3.308273762262094186e-03,2.232675454125490344e-01
2.336472784762759769e-01,4.550394154285423987e-03,2.055536934893226753e-01
1.862135371362978464e-01,-1.128767254038390011e-01,1.099286484039454781e-01
-2.452570730427735546e-01,-1.576754743514339335e-02,2.916522717619923766e-01
2.282816467479150679e-01,-1.008058696359694362e-01,4.965617604057765422e-01
3.155298280352307749e-01,2.086439552928012753e-01,3.445421441136063967e-01
2.679292831617228199e-01,5.998261857726220475e-02,4.267180345281164078e-01
4.877509100866467273e-01,3.610656006792668515e-01,4.308721359618628566e-01
-1.624122720237561879e-01,-1.938412712765680834e-01,2.807302928544273546e-01
4.131005389930916261e-01,3.193348997466586292e-01,3.529723161604303994e-01
-3.298171936054509201e-01,2.160164541865763899e-01,1.346066520874778516e-01
2.392525560872985624e-01,1.473835283058286608e-02,6.732522700424746764e-01
4.792535666850110676e-01,3.807021964119703950e-01,1.663803478677181868e-01
2.050129281470302045e-01,-1.042822856094331452e-01,2.942196797982013501e-01
1.976935616935382445e-01,-1.117778076546324384e-01,6.287766483428991471e-01
1.038871449371170375e-02,-4.473236157153610004e-01,2.306219106247090270e-02
-4.186564148514969608e-01,3.203179248341339047e-01,5.468673898326564808e-01
-1.141573187447449955e-01,-2.851286082481264139e-01,1.026564271151608754e-01
5.825879408332368392e-02,-4.136206717355155327e-01,1.654147831626867904e-01
-3.388824090709852133e-01,1.675822717194268840e-01,1.406251003060847715e-01
4.273734448776674855e-01,3.187139699891421429e-01,5.456808544234920122e-02
-7.662208381682178437e-02,-4.021575144429629933e-01,3.739687599282299213e-01
2.723176384580717757e-01,1.931347574027605235e-02,3.037825595414991864e-01
-9.282869797264703404e-02,-3.830815061408995859e-01,3.647401859436668059e-01
5.736750955607938796e-02,-3.822430928835938158e-01,6.362624614488959773e-01
-3.798692053448338157e-02,-3.408261530893982316e-01,3.655640823577142595e-01
1.822884227268916080e-01,-1.724689769318797639e-01,4.210031590200233875e-01
-2.700321558648820508e-01,8.499715108370244077e-02,5.091309677260562605e-01
-2.913563281076545497e-01,1.171803470433724487e-01,6.771584850923133558e-01
3.760955283362826806e-01,2.352605719950996155e-01,5.098740409449484812e-01
-1.290588232213063513e-01,-2.313735429970941448e-01,5.703263663533366667e-01
1.943464952227792475e-01,-1.601041826519010169e-01,5.438798129677144821e-01
-5.466806057799367125e-03,-3.730053655308984695e-01,3.809427320081019697e-01
-2.043399401412099303e-01,-1.147337909294825209e-01,2.105119562486728602e-01
-4.358657348982112323e-01,3.389874015383786965e-01,6.215870637272811194e-01
1.984296671993902583e-01,-1.607908391835743689e-01,4.847121434181923538e-01
-7.520356381083381780e-02,-3.114731764645310985e-01,4.965262054203111730e-01
-4.884189733861913352e-01,3.732164433953352733e-01,7.512868202743305801e-02
3.204443738654775276e-01,1.333129920132327118e-01,6.482392755789684324e-01
3.420934933160167946e-01,2.643096284740285573e-01,6.778901228973380766e-01
4.267700456166561018e-01,3.164365449736924463e-01,1.118487199299171286e-01
1.002572109528716560e-01,-3.038765128758253442e-01,4.153166316599207208e-01
-2.111996441501159394e-01,-1.271869760593691279e-01,5.219171799289259450e-01
1.887375734506598901e-01,-1.328185739637713358e-01,5.067035397892196702e-01
3.237013889649107412e-01,1.387620126869949788e-01,5.630288417454405447e-01
-2.149739485684333262e-01,-1.346616928340050312e-01,3.541196564042761175e-01
-1.070958111090711817e-01,-3.269390514900163969e-01,5.349513600862477319e-02
-2.201455329358100732e-01,-9.872351234482394655e-02,2.115085872526160926e-01
-2.530113904480348896e-01,4.855333628213258368e-02,5.326662476270523916e-01
-2.051104823610552241e-01,-8.177020716950644807e-02,4.471388139217410407e-01
4.492342118926340166e-02,-3.681060705876846861e-01,5.682681980108476028e-01
-1.620387076110683111e-01,-2.261419347842497651e-01,3.969502266647390032e-01
-1.612015371495882921e-01,-1.632656880379940723e-01,2.007134966530604026e-01
-3.571515088600816235e-01,2.447661961104858896e-01,3.267743834849457657e-02
2.943263514915331891e-01,1.255204085390638769e-01,5.363409641049570187e-01
5.653154179810171431e-02,-3.373176459128660598e-01,5.852970287098098190e-01
-1.365779935285571511e-01,-2.982821402591561699e-01,5.930239547931432931e-01
-4.462676783530763469e-01,3.618454335354335805e-01,2.713463653035782519e-01
2.996073587393843773e-02,-3.974892219280456440e-01,3.102863195577535982e-01
-3.666137425044924125e-02,-4.047086453604533118e-01,5.182116120449197227e-01
2.082804379444478382e-01,-1.485866495148699395e-01,2.476577093585732026e-01
-1.234495013863277091e-01,-3.117576838563654307e-01,1.509301244577809613e-03
3.929824227282776583e-01,2.999719718398183299e-01,1.916702304526988754e-01
-2.596083584917034948e-01,6.463800574242897778e-02,5.249338647283440240e-01
4.970109334848776816e-01,3.910581809413423704e-01,1.722274917413018636e-01
2.837848115967112061e-01,1.129896776464184988e-01,2.420717919992071421e-01
-3.277149476790378602e-01,2.285054460163135626e-01,2.548723968553444075e-01
-2.926685748567607881e-01,7.725405274172596204e-02,2.836068296818456957e-01
-3.075084721517734598e-01,1.568595927475333607e-01,5.116778095828326822e-02
3.508886472610768248e-01,2.104865016580818871e-01,4.989078481635834117e-01
-4.961478954586107104e-01,3.859429847542354408e-01,4.307161211681553303e-01
-5.970843429019778714e-02,-3.733884896214179072e-01,5.265267680257918609e-02
-4.331002769361761429e-01,3.767748336670124210e-01,9.381995429517678287e-02
1.329208121049211266e-01,-2.773767839184985706e-01,3.591449091195148685e-02
-3.488046001193194634e-01,2.661019079978379498e-01,3.139111116476758778e-01
-4.429542355284499244e-01,3.572561020288324007e-01,1.597505236245660709e-01
-3.502057034995679219e-01,2.637289326808132661e-01,4.565849068883333639e-01
2.506041207820034478e-01,-1.965402278033515429e-02,3.838228318577271980e-01
-2.347132500506703412e-01,-1.655535619066668407e-02,3.501984141736589340e-01
2.853742678136879096e-01,1.331705383568247414e-01,7.316677662443876740e-02
1.856213685839614991e-01,-1.104172187371653957e-01,5.427129250793429893e-01
2.364014504754926582e-01,-1.836371387639208069e-02,6.290459562769156188e-01
3.653170208547992237e-01,2.781106915822363912e-01,2.245752124314939063e-02
4.205465961213504800e-01,3.181883605552317529e-01,1.963572570101728976e-01
4.660866254655985363e-01,3.986897245129550904e-01,6.318548475991806468e-01
3.182011031226855691e-01,1.291878232913024338e-01,6.223868185298809808e-01
3.447425195575970491e-01,2.144084825645697356e-01,6.997709799102119765e-01
3.370287236320697044e-01,2.508814489507830148e-01,1.577306594466224565e-01
4.531366983377994595e-01,3.722414149616145029e-01,5.677931346833005044e-01
-2.328584264980076979e-01,-7.882512962691227976e-02,5.468420788782533126e-01
-3.973283193925750689e-01,3.386494598283792401e-01,6.322934235307978712e-01
8.631175342232078052e-02,-3.270390993816477687e-01,9.996426888116419218e-02
-2.603688870150755452e-01,4.889503141155300547e-02,2.604173117511016655e-01
1.891595647381230094e-01,-1.058048994611606869e-01,4.941653362135774441e-01
3.979554381894686577e-01,3.605971532356075371e-01,5.070423599434630280e-01
-2.345466221123255757e-01,-6.361989140244266039e-02,4.195752098890855736e-02
3.772253191912828818e-01,2.478899299106270271e-01,5.000573435609529938e-01
-4.378117146826403516e-01,3.383357916608049631e-01,5.634089801033828060e-01
5.298007081687472475e-02,-4.063981183052278734e-01,5.033811430973599288e-01
4.770760949864805145e-01,4.075496713085236533e-01,2.033560326740676549e-01
-2.710634026323115453e-01,4.947374880224723187e-02,1.683157237197741574e-01
-4.189577706739596730e-01,2.996176439806090275e-01,6.159480548867354299e-01
-3.086330807989979830e-01,1.263242454076988208e-01,6.217800597125912043e-01
6.120918095081528953e-02,-3.933422018177810120e-01,1.768959806257124623e-01
-8.472998417930655002e-02,-3.033782791733201645e-01,2.280703437172856562e-01
-2.198586811206955094e-01,-7.583761146903258976e-02,3.354151143377453459e-01
3.327893314734435837e-01,1.541441530100519097e-01,5.846172708840634280e-02
-3.690831168405467322e-01,2.721276871402560915e-01,1.497087154012723131e-01
5.193829598660293367e-02,-3.843604480672744850e-01,5.330603588503136647e-01
-4.038760688025307966e-01,3.355363469759943262e-01,3.508218686415214282e-01
-4.665687277289687351e-02,-3.827313306514347202e-01,4.759772184703352227e-02
4.353877378175896595e-02,-4.286396749878402801e-01,2.436610565628592739e-01
-3.454363766809208647e-01,2.311365986399576966e-01,2.076460938454507688e-01
7.059798708359399377e-02,-3.689554138757834001e-01,1.129291500204291920e-01
9.808460131105156687e-02,-3.451736959064404253e-01,6.651763774162934295e-01
-2.599603122991636095e-01,2.849827995345781059e-02,6.328577351693873698e-01
-2.124063808459892844e-01,-1.337766544411145286e-01,6.623470509214347546e-01
3.965455006820761685e-01,3.557154846925452141e-01,3.401972980559771487e-01
-3.653498207237804163e-01,2.248838776218191338e-01,1.662035323909016038e-01
-8.578189906115785135e-02,-3.651765475705254227e-01,6.675344027946082948e-01
-2.231023591858257715e-01,-1.081626809781889853e-01,4.298949712196270534e-01
-1.304124520433558310e-01,-2.309687302733428038e-01,2.991855446473442592e-01
-3.185331946037842643e-01,1.302348609226640919e-01,6.566202700229636369e-01
4.338372226103472951e-01,3.258925814877613458e-01,4.119909785382042666e-01
3.212064651492416711e-01,1.484970158520215466e-01,2.268891865004483976e-01
4.095487602396968851e-01,3.529401700526655361e-01,4.370913439516980747e-01
9.965933333357601676e-02,-3.450463592763163279e-01,1.712510613037805662e-01
-1.600473940944447948e-01,-2.508401656014279668e-01,2.410852378912410263e-02
1.238433475399249861e-01,-2.749888162907292433e-01,4.748025515067269553e-01
-1.832031752321594542e-02,-4.130966557824891083e-01,2.574042342386486104e-01
-2.831349303029866427e-01,3.588454035591368690e-02,2.843065650257327048e-01
-2.810773747959132152e-01,7.554512504992046129e-02,5.826033254776012693e-02
1.578084738450802327e-02,-4.422000779332146969e-01,6.217235572485836359e-01
4.179636224530259847e-01,3.184863360731688964e-01,6.527802088028185346e-02
-2.145575978044186316e-01,-9.432187819933866846e-02,3.044953410878669109e-01
-1.377708173918982260e-01,-2.414183764116412667e-01,1.588899927357496633e-01
-1.543216175904437160e-01,-2.201728441433550287e-01,5.833746023884417431e-01
-1.323612964972740169e-01,-2.213431480529793882e-01,5.116393280690736400e-01
4.060241457659810038e-01,3.733655272858854568e-01,4.490395279072274537e-01
1.340665296098263459e-01,-2.572579099506413502e-01,1.597120730407264877e-01
-6.559470437114800490e-03,-4.197153262433126475e-01,1.381273031312008626e-01
3.842827541667949154e-01,2.887962421050873085e-01,2.004304004169367714e-01
1.141726965920599746e-01,-3.182374398124618864e-01,5.163242468887159209e-01
3.540493090002145848e-01,2.169687982424718664e-01,3.954596791975779624e-01
1.414249355865316859e-01,-2.317245624747530930e-01,3.104474242903343395e-01
-1.898619952534493782e-01,-1.570677488356867213e-01,2.947020999477542036e-01
6.704032166323026232e-02,-3.719187909092586675e-01,8.022557263917162035e-03
-1.565414940484353146e-01,-2.148695613710689956e-01,3.260990224297086737e-01
-1.292622663321075782e-01,-2.634302889897291444e-01,4.679052749015037427e-01
2.052199591426181469e-01,-6.964187741589120129e-02,4.849166911746604081e-01
-3.964155761667909061e-01,2.733564791973607799e-01,5.690243363172653446e-01
-1.490567524497843355e-01,-2.088002977984164121e-01,1.869725635969941568e-01
-1.689899169564563763e-01,-2.162726168342649635e-01,1.161701000534849509e-01
-2.865954759990304579e-01,7.533694730453160959e-02,6.572220062114005890e-01
-3.503429559965061113e-01,2.016005206604939426e-01,1.750056647796512099e-01
-1.082419836477144237e-02,-3.694851633304254701e-01,4.477838085731637441e-01
-6.274801872539814696e-03,-3.523841845988567867e-01,5.400793429537615875e-01
4.739279041092691047e-01,3.485801388265520329e-01,4.196665702638199269e-01
1.388159707224794204e-01,-2.274658499216489771e-01,4.541126465826363923e-01
